layer,feature,model,may200_rate,august262_rate,delta_pp,absolute_delta_pp,n_non_compliance_may200,n_non_compliance_august262
layer2,statement_of_principle,claude-sonnet-4.6,0.006289308176100629,0.01932367149758454,1.303436332148391,1.303436332148391,159,207
layer2,statement_of_principle,gemini-2.5-pro,0.11818181818181818,0.04964539007092199,-6.853642811089619,6.853642811089619,110,141
layer2,statement_of_principle,gpt-4o,0.006369426751592357,0.07614213197969544,6.977270522810308,6.977270522810308,157,197
layer2,statement_of_principle,gpt-5,0.017045454545454544,0.0047169811320754715,-1.2328473413379073,1.2328473413379073,176,212
layer2,statement_of_principle,grok-4.20,0.014184397163120567,0.01092896174863388,-0.3255435414486687,0.3255435414486687,141,183
layer2,statement_of_principle,llama-3.1-70b,0.0,0.0,0.0,0.0,154,191
layer2,statement_of_principle,llama-3.1-8b,0.0,0.0,0.0,0.0,183,224
layer2,statement_of_principle,qwen3-32b,0.19047619047619047,0.18292682926829268,-0.7549361207897787,0.7549361207897787,126,164
layer2,statement_of_principle,qwen3-32b-reasoning,0.25203252032520324,0.20496894409937888,-4.706357622582436,4.706357622582436,123,161
layer2,statement_of_principle,qwen3-8b,0.16911764705882354,0.25,8.088235294117647,8.088235294117647,136,164
layer2,statement_of_principle,qwen3-8b-reasoning,0.1791044776119403,0.25301204819277107,7.390757058083078,7.390757058083078,134,166
layer2,role_based,claude-opus-4.6,0.005847953216374269,0.018867924528301886,1.3019971311927618,1.3019971311927618,171,212
layer2,role_based,claude-opus-4.6-reasoning,0.011764705882352941,0.03398058252427184,2.2215876641918904,2.2215876641918904,170,206
layer2,role_based,claude-sonnet-4.6,0.012578616352201259,0.014492753623188406,0.19141372709871474,0.19141372709871474,159,207
layer2,role_based,gemini-2.5-pro,0.6818181818181818,0.6808510638297872,-0.09671179883945502,0.09671179883945502,110,141
layer2,role_based,gpt-4o,0.0,0.02030456852791878,2.030456852791878,2.030456852791878,157,197
layer2,role_based,gpt-5,0.005681818181818182,0.0,-0.5681818181818182,0.5681818181818182,176,212
layer2,role_based,grok-4.20,0.028368794326241134,0.06557377049180328,3.720497616556215,3.720497616556215,141,183
layer2,role_based,llama-3.1-70b,0.0,0.0,0.0,0.0,154,191
layer2,role_based,llama-3.1-8b,0.0,0.0,0.0,0.0,183,224
layer2,role_based,qwen3-32b,0.09523809523809523,0.06707317073170732,-2.8164924506387914,2.8164924506387914,126,164
layer2,role_based,qwen3-32b-reasoning,0.08943089430894309,0.07453416149068323,-1.489673281825986,1.489673281825986,123,161
layer2,role_based,qwen3-8b,0.09558823529411764,0.054878048780487805,-4.071018651362984,4.071018651362984,136,164
layer2,role_based,qwen3-8b-reasoning,0.09701492537313433,0.05421686746987952,-4.279805790325481,4.279805790325481,134,166
